Variables = x, y, u, v, p

Zone, I=1000, F=POINT
          50            0  2.60692e-18 -6.78802e-30    -0.008974 
          50      19.3935     0.999671   0.00149283  -0.00894677 
          50        19.47     0.999672   0.00149295  -0.00894674 
          50      19.5465     0.999674   0.00149325  -0.00894668 
          50      19.6233     0.999675   0.00149366   -0.0089466 
          50      19.7001     0.999675   0.00149413   -0.0089465 
          50      19.7772     0.999676   0.00149461  -0.00894639 
          50      19.8543     0.999676   0.00149507  -0.00894626 
          50      19.9317     0.999676   0.00149547  -0.00894613 
          50      20.0092     0.999675    0.0014958  -0.00894599 
          50      20.0868     0.999675   0.00149607  -0.00894585 
          50      20.1646     0.999674    0.0014963  -0.00894571 
          50      20.2425     0.999674   0.00149656  -0.00894557 
          50      20.3206     0.999674   0.00149696  -0.00894545 
          50      20.3988     0.999676   0.00149766  -0.00894535 
          50      20.4772     0.999677   0.00149828  -0.00894527 
          50      20.5557     0.999676   0.00149835  -0.00894519 
          50      20.6344     0.999676   0.00149858  -0.00894511 
          50      20.7132     0.999676   0.00149892  -0.00894503 
          50      20.7922     0.999677   0.00149933  -0.00894496 
          50      20.8714     0.999678   0.00149976  -0.00894489 
          50      20.9506     0.999678    0.0015002  -0.00894482 
          50      21.0301     0.999679   0.00150062  -0.00894475 
          50      21.1097     0.999679   0.00150102  -0.00894467 
          50      21.1894      0.99968    0.0015014  -0.00894459 
          50      21.2693      0.99968   0.00150174  -0.00894451 
          50      21.3493      0.99968   0.00150205  -0.00894442 
          50      21.4295      0.99968   0.00150235  -0.00894433 
          50      21.5098      0.99968   0.00150262  -0.00894424 
          50      21.5903      0.99968   0.00150289  -0.00894414 
          50       21.671      0.99968   0.00150315  -0.00894404 
          50      21.7517      0.99968   0.00150341  -0.00894394 
          50      21.8327      0.99968   0.00150368  -0.00894383 
          50      21.9138      0.99968   0.00150396  -0.00894372 
          50       21.995     0.999681   0.00150427  -0.00894362 
          50      22.0764     0.999681   0.00150459  -0.00894351 
          50      22.1579     0.999681   0.00150494   -0.0089434 
          50      22.2396     0.999682   0.00150532   -0.0089433 
          50      22.3215     0.999682   0.00150572  -0.00894319 
          50      22.4034     0.999683   0.00150616  -0.00894309 
          50      22.4856     0.999683   0.00150662  -0.00894299 
          50      22.5679     0.999684   0.00150712   -0.0089429 
          50      22.6503     0.999684   0.00150766  -0.00894281 
          50      22.7329     0.999685   0.00150823  -0.00894272 
          50      22.8156     0.999686   0.00150885  -0.00894264 
          50      22.8985     0.999686   0.00150951  -0.00894256 
          50      22.9816     0.999687    0.0015101  -0.00894249 
          50      23.0648     0.999687   0.00151039  -0.00894242 
          50      23.1481     0.999687   0.00151068  -0.00894234 
          50      23.2316     0.999687   0.00151097  -0.00894227 
          50      23.3152     0.999687   0.00151125  -0.00894218 
          50       23.399     0.999687   0.00151152   -0.0089421 
          50       23.483     0.999687   0.00151179  -0.00894202 
          50      23.5671     0.999687   0.00151205  -0.00894193 
          50      23.6513     0.999687   0.00151232  -0.00894184 
          50      23.7357     0.999687   0.00151258  -0.00894175 
          50      23.8202     0.999686   0.00151285  -0.00894165 
          50      23.9049     0.999686   0.00151314  -0.00894156 
          50      23.9898     0.999686   0.00151344  -0.00894147 
          50      24.0748     0.999686   0.00151376  -0.00894137 
          50      24.1599     0.999686   0.00151412  -0.00894127 
          50      24.2452     0.999686    0.0015145  -0.00894118 
          50      24.3307     0.999687   0.00151492  -0.00894108 
          50      24.4163     0.999687   0.00151538  -0.00894098 
          50       24.502     0.999687   0.00151587  -0.00894088 
          50      24.5879     0.999688   0.00151639  -0.00894079 
          50      24.6739     0.999688   0.00151695  -0.00894069 
          50      24.7601     0.999689   0.00151752  -0.00894059 
          50      24.8465     0.999689   0.00151811  -0.00894048 
          50       24.933      0.99969    0.0015187  -0.00894038 
          50      25.0196     0.999691   0.00151929  -0.00894028 
          50      25.1064     0.999692   0.00151984  -0.00894017 
          50      25.1934     0.999692   0.00152036  -0.00894007 
          50      25.2805     0.999693   0.00152083  -0.00893996 
          50      25.3677     0.999694   0.00152123  -0.00893985 
          50      25.4551     0.999694   0.00152156  -0.00893974 
          50      25.5427     0.999695   0.00152181  -0.00893964 
          50      25.6304     0.999695   0.00152198  -0.00893953 
          50      25.7182     0.999695    0.0015221  -0.00893943 
          50      25.8062     0.999695   0.00152218  -0.00893934 
          50      25.8944     0.999695   0.00152228  -0.00893926 
          50      25.9827     0.999695   0.00152247  -0.00893919 
          50      26.0711     0.999695   0.00152285  -0.00893914 
          50      26.1597     0.999696   0.00152353  -0.00893912 
          50      26.2485     0.999697   0.00152471  -0.00893913 
          50      26.3374     0.999698    0.0015258  -0.00893911 
          50      26.4264     0.999697    0.0015253  -0.00893888 
          50      26.5157     0.999698   0.00152531   -0.0089387 
          50       26.605     0.999698   0.00152567  -0.00893854 
          50      26.6945     0.999699   0.00152623  -0.00893841 
          50      26.7842     0.999701   0.00152688  -0.00893829 
          50       26.874     0.999701   0.00152757  -0.00893819 
          50      26.9639     0.999702   0.00152823   -0.0089381 
          50       27.054     0.999703   0.00152882  -0.00893801 
          50      27.1443     0.999703   0.00152934  -0.00893794 
          50      27.2347     0.999703   0.00152977  -0.00893786 
          50      27.3252     0.999702   0.00153011  -0.00893778 
          50      27.4159     0.999702   0.00153038  -0.00893771 
          50      27.5068     0.999701   0.00153059  -0.00893764 
          50      27.5978       0.9997   0.00153076  -0.00893756 
          50       27.689     0.999699    0.0015309  -0.00893749 
          50      27.7803     0.999698   0.00153104   -0.0089374 
          50      27.8717     0.999697   0.00153118  -0.00893732 
          50      27.9633     0.999696   0.00153136  -0.00893723 
          50      28.0551     0.999695   0.00153158  -0.00893713 
          50       28.147     0.999695   0.00153186  -0.00893703 
          50      28.2391     0.999695   0.00153221  -0.00893691 
          50      28.3313     0.999695   0.00153264  -0.00893678 
          50      28.4236     0.999695   0.00153316  -0.00893664 
          50      28.5161     0.999696   0.00153377  -0.00893647 
          50      28.6088     0.999698   0.00153448  -0.00893628 
          50      28.7016       0.9997    0.0015353  -0.00893607 
          50      28.7946     0.999703   0.00153624  -0.00893582 
          50      28.8877     0.999706   0.00153728  -0.00893553 
          50      28.9809     0.999707    0.0015379  -0.00893538 
          50      29.0744     0.999706   0.00153817  -0.00893534 
          50      29.1679     0.999705    0.0015385  -0.00893529 
          50      29.2616     0.999704   0.00153886  -0.00893522 
          50      29.3555     0.999704   0.00153924  -0.00893514 
          50      29.4495     0.999704   0.00153962  -0.00893505 
          50      29.5437     0.999703   0.00153999  -0.00893495 
          50       29.638     0.999703   0.00154035  -0.00893484 
          50      29.7325     0.999702    0.0015407  -0.00893472 
          50      29.8271     0.999702   0.00154103   -0.0089346 
          50      29.9218     0.999702   0.00154136  -0.00893448 
          50      30.0167     0.999701   0.00154168  -0.00893435 
          50      30.1118     0.999701   0.00154201  -0.00893422 
          50       30.207     0.999701   0.00154234  -0.00893409 
          50      30.3024     0.999701   0.00154269  -0.00893396 
          50      30.3979     0.999702   0.00154306  -0.00893383 
          50      30.4936     0.999702   0.00154344   -0.0089337 
          50      30.5894     0.999703   0.00154385  -0.00893357 
          50      30.6854     0.999703   0.00154428  -0.00893345 
          50      30.7815     0.999704   0.00154474  -0.00893334 
          50      30.8777     0.999705   0.00154521  -0.00893323 
          50      30.9742     0.999706   0.00154569  -0.00893313 
          50      31.0707     0.999707   0.00154618  -0.00893303 
          50      31.1674     0.999708   0.00154667  -0.00893294 
          50      31.2643     0.999708   0.00154715  -0.00893286 
          50      31.3613     0.999708   0.00154761  -0.00893278 
          50      31.4585     0.999708   0.00154806  -0.00893271 
          50      31.5558     0.999708   0.00154848  -0.00893264 
          50      31.6533     0.999707   0.00154887  -0.00893256 
          50      31.7509     0.999706   0.00154925  -0.00893249 
          50      31.8487     0.999706   0.00154962   -0.0089324 
          50      31.9466     0.999706   0.00155001  -0.00893229 
          50      32.0447     0.999707   0.00155044  -0.00893217 
          50      32.1429      0.99971   0.00155096    -0.008932 
          50      32.2413     0.999709   0.00155153  -0.00893195 
          50      32.3398     0.999705   0.00155204  -0.00893196 
          50      32.4385     0.999703   0.00155252  -0.00893193 
          50      32.5373     0.999703   0.00155297  -0.00893186 
          50      32.6362     0.999704    0.0015534  -0.00893177 
          50      32.7354     0.999706   0.00155381  -0.00893166 
          50      32.8346     0.999708   0.00155422  -0.00893153 
          50      32.9341     0.999709   0.00155461   -0.0089314 
          50      33.0336     0.999711   0.00155501  -0.00893126 
          50      33.1334     0.999712    0.0015554  -0.00893113 
          50      33.2332     0.999713   0.00155581  -0.00893099 
          50      33.3333     0.999714   0.00155622  -0.00893086 
          50      33.4334     0.999715   0.00155665  -0.00893073 
          50      33.5338     0.999715   0.00155709   -0.0089306 
          50      33.6342     0.999715   0.00155755  -0.00893048 
          50      33.7349     0.999715   0.00155802  -0.00893037 
          50      33.8356     0.999714    0.0015585  -0.00893026 
          50      33.9366     0.999714     0.001559  -0.00893016 
          50      34.0376     0.999714   0.00155951  -0.00893006 
          50      34.1389     0.999713   0.00156004  -0.00892997 
          50      34.2403     0.999713   0.00156057  -0.00892988 
          50      34.3418     0.999713   0.00156111   -0.0089298 
          50      34.4435     0.999713   0.00156165  -0.00892972 
          50      34.5453     0.999713   0.00156219  -0.00892964 
          50      34.6473     0.999714   0.00156273  -0.00892956 
          50      34.7494     0.999714   0.00156326  -0.00892948 
          50      34.8517     0.999714   0.00156379  -0.00892941 
          50      34.9541     0.999715    0.0015643  -0.00892933 
          50      35.0567     0.999716   0.00156481  -0.00892926 
          50      35.1594     0.999716    0.0015653  -0.00892918 
          50      35.2623     0.999717   0.00156578  -0.00892911 
          50      35.3653     0.999718   0.00156624  -0.00892903 
          50      35.4685     0.999718   0.00156668  -0.00892896 
          50      35.5718     0.999719   0.00156711  -0.00892889 
          50      35.6753     0.999719   0.00156752  -0.00892881 
          50       35.779     0.999719   0.00156792  -0.00892874 
          50      35.8827     0.999719   0.00156831  -0.00892866 
          50      35.9867     0.999719   0.00156869  -0.00892859 
          50      36.0907     0.999719   0.00156905  -0.00892852 
          50       36.195     0.999718   0.00156941  -0.00892845 
          50      36.2994     0.999718   0.00156977  -0.00892837 
          50      36.4039     0.999717   0.00157013   -0.0089283 
          50      36.5086     0.999717   0.00157049  -0.00892823 
          50      36.6134     0.999716   0.00157086  -0.00892816 
          50      36.7184     0.999716   0.00157124  -0.00892809 
          50      36.8235     0.999716   0.00157164  -0.00892802 
          50      36.9288     0.999715   0.00157205  -0.00892794 
          50      37.0343     0.999715   0.00157248  -0.00892786 
          50      37.1398     0.999715   0.00157293  -0.00892778 
          50      37.2456     0.999715   0.00157341  -0.00892769 
          50      37.3515     0.999715   0.00157391   -0.0089276 
          50      37.4575     0.999716   0.00157444   -0.0089275 
          50      37.5637     0.999716   0.00157507  -0.00892735 
          50        37.67     0.999716   0.00157586  -0.00892715 
          50      37.7765     0.999717   0.00157669  -0.00892697 
          50      37.8832     0.999718   0.00157754   -0.0089268 
          50      37.9899      0.99972   0.00157837  -0.00892667 
          50      38.0969     0.999722   0.00157913  -0.00892656 
          50       38.204     0.999724   0.00157977  -0.00892647 
          50      38.3112     0.999726   0.00158025  -0.00892641 
          50      38.4186     0.999727   0.00158053  -0.00892636 
          50      38.5261     0.999728   0.00158061  -0.00892632 
          50      38.6338     0.999728   0.00158049  -0.00892628 
          50      38.7417     0.999728   0.00158026  -0.00892623 
          50      38.8497     0.999727   0.00158004  -0.00892615 
          50      38.9578     0.999726   0.00158006  -0.00892603 
          50      39.0661     0.999725   0.00158063  -0.00892586 
          50      39.1745     0.999725   0.00158223  -0.00892562 
          50      39.2831     0.999728   0.00158548  -0.00892529 
          50      39.3919      0.99973   0.00158852  -0.00892499 
          50      39.5008     0.999722   0.00158552  -0.00892503 
          50      39.6098     0.999717   0.00158374   -0.0089251 
          50       39.719     0.999715   0.00158292  -0.00892518 
          50      39.8283     0.999715   0.00158286  -0.00892525 
          50      39.9378     0.999716   0.00158339   -0.0089253 
          50      40.0475     0.999718   0.00158436  -0.00892532 
          50      40.1573     0.999721   0.00158567   -0.0089253 
          50      40.2672     0.999724   0.00158724  -0.00892521 
          50      40.3773     0.999727   0.00158902  -0.00892505 
          50      40.4876      0.99973     0.001591  -0.00892481 
          50      40.5979     0.999732   0.00159261  -0.00892449 
          50      40.7085      0.99973   0.00159271  -0.00892429 
          50      40.8192     0.999728   0.00159274  -0.00892413 
          50        40.93     0.999727   0.00159272  -0.00892401 
          50       41.041     0.999727   0.00159267  -0.00892392 
          50      41.1522     0.999727   0.00159262  -0.00892385 
          50      41.2635     0.999728   0.00159258   -0.0089238 
          50      41.3749     0.999728   0.00159257  -0.00892375 
          50      41.4865     0.999729   0.00159261  -0.00892372 
          50      41.5983     0.999729   0.00159272  -0.00892369 
          50      41.7102      0.99973   0.00159291  -0.00892366 
          50      41.8222      0.99973   0.00159319  -0.00892363 
          50      41.9344      0.99973   0.00159355  -0.00892359 
          50      42.0468      0.99973   0.00159401  -0.00892355 
          50      42.1593     0.999731   0.00159456   -0.0089235 
          50      42.2719      0.99973   0.00159519  -0.00892344 
          50      42.3847      0.99973   0.00159589  -0.00892338 
          50      42.4977      0.99973   0.00159665   -0.0089233 
          50      42.6108      0.99973   0.00159746  -0.00892322 
          50       42.724      0.99973    0.0015983  -0.00892313 
          50      42.8374     0.999729   0.00159916  -0.00892303 
          50       42.951     0.999729   0.00160002  -0.00892293 
          50      43.0647     0.999728   0.00160086  -0.00892283 
          50      43.1785     0.999728   0.00160167  -0.00892272 
          50      43.2925     0.999728   0.00160244   -0.0089226 
          50      43.4067     0.999727   0.00160316  -0.00892249 
          50       43.521     0.999727   0.00160382  -0.00892238 
          50      43.6354     0.999727   0.00160441  -0.00892227 
          50        43.75     0.999727   0.00160493  -0.00892216 
          50      43.8648     0.999727   0.00160538  -0.00892205 
          50      43.9797     0.999726   0.00160576  -0.00892195 
          50      44.0948     0.999726   0.00160609  -0.00892185 
          50        44.21     0.999726   0.00160636  -0.00892176 
          50      44.3253     0.999727   0.00160659  -0.00892168 
          50      44.4408     0.999727   0.00160679   -0.0089216 
          50      44.5565     0.999727   0.00160699  -0.00892153 
          50      44.6723     0.999728   0.00160718  -0.00892147 
          50      44.7882     0.999728    0.0016074  -0.00892141 
          50      44.9043     0.999729   0.00160765  -0.00892136 
          50      45.0206     0.999729   0.00160794  -0.00892131 
          50       45.137      0.99973   0.00160831  -0.00892127 
          50      45.2536     0.999731   0.00160874  -0.00892122 
          50      45.3703     0.999732   0.00160926  -0.00892118 
          50      45.4871     0.999732   0.00160986  -0.00892114 
          50      45.6041     0.999733   0.00161054   -0.0089211 
          50      45.7213     0.999734   0.00161129  -0.00892105 
          50      45.8386     0.999735   0.00161211    -0.008921 
          50      45.9561     0.999736   0.00161298  -0.00892095 
          50      46.0737     0.999737   0.00161387  -0.00892088 
          50      46.1914     0.999738   0.00161476  -0.00892081 
          50      46.3094     0.999738   0.00161562  -0.00892072 
          50      46.4274     0.999739   0.00161643  -0.00892063 
          50      46.5456     0.999739   0.00161714  -0.00892052 
          50       46.664     0.999739   0.00161774  -0.00892041 
          50      46.7825     0.999739   0.00161819  -0.00892029 
          50      46.9012     0.999738   0.00161849  -0.00892016 
          50        47.02     0.999738   0.00161863  -0.00892003 
          50      47.1389     0.999737   0.00161864  -0.00891989 
          50       47.258     0.999735   0.00161855  -0.00891977 
          50      47.3773     0.999734   0.00161847  -0.00891966 
          50      47.4967     0.999732    0.0016185  -0.00891957 
          50      47.6163      0.99973   0.00161882  -0.00891952 
          50       47.736     0.999729   0.00161968  -0.00891951 
          50      47.8559     0.999727    0.0016214  -0.00891957 
          50      47.9759     0.999726   0.00162438   -0.0089197 
          50       48.096     0.999726   0.00162704  -0.00891977 
          50      48.2164     0.999727   0.00162493  -0.00891946 
          50      48.3368     0.999727   0.00162364   -0.0089192 
          50      48.4574     0.999728   0.00162299  -0.00891899 
          50      48.5782     0.999729   0.00162285  -0.00891883 
          50      48.6991      0.99973   0.00162311   -0.0089187 
          50      48.8202     0.999731   0.00162365  -0.00891861 
          50      48.9414     0.999732   0.00162439  -0.00891854 
          50      49.0628     0.999732   0.00162528  -0.00891849 
          50      49.1843     0.999733   0.00162623  -0.00891845 
          50       49.306     0.999733   0.00162722  -0.00891842 
          50      49.4278     0.999733   0.00162821  -0.00891839 
          50      49.5498     0.999733   0.00162916  -0.00891837 
          50      49.6719     0.999732   0.00163006  -0.00891834 
          50      49.7941     0.999732    0.0016309  -0.00891831 
          50      49.9166     0.999732   0.00163166  -0.00891827 
          50      50.0391     0.999731   0.00163235  -0.00891823 
          50      50.1618     0.999731   0.00163295  -0.00891817 
          50      50.2847     0.999731   0.00163349  -0.00891811 
          50      50.4077     0.999731   0.00163395  -0.00891803 
          50      50.5309     0.999731   0.00163435  -0.00891794 
          50      50.6542     0.999731    0.0016347  -0.00891784 
          50      50.7777     0.999731   0.00163501  -0.00891773 
          50      50.9013     0.999731   0.00163529  -0.00891762 
          50      51.0251     0.999732   0.00163555  -0.00891749 
          50       51.149     0.999732   0.00163579  -0.00891736 
          50      51.2731     0.999733   0.00163605  -0.00891723 
          50      51.3973     0.999733   0.00163631  -0.00891709 
          50      51.5217     0.999734    0.0016366  -0.00891696 
          50      51.6462     0.999735   0.00163693  -0.00891682 
          50      51.7709     0.999736    0.0016373  -0.00891669 
          50      51.8957     0.999736   0.00163772  -0.00891657 
          50      52.0207     0.999737   0.00163819  -0.00891645 
          50      52.1458     0.999737   0.00163873  -0.00891635 
          50      52.2711     0.999737   0.00163934  -0.00891625 
          50      52.3965     0.999737      0.00164  -0.00891616 
          50      52.5221     0.999737   0.00164073  -0.00891609 
          50      52.6478     0.999737   0.00164151  -0.00891603 
          50      52.7737     0.999737   0.00164233  -0.00891597 
          50      52.8997     0.999737   0.00164317  -0.00891593 
          50      53.0259     0.999736   0.00164402  -0.00891589 
          50      53.1522     0.999736   0.00164483  -0.00891585 
          50      53.2787     0.999736   0.00164558  -0.00891581 
          50      53.4053     0.999737   0.00164622  -0.00891576 
          50      53.5321     0.999738   0.00164669  -0.00891569 
          50       53.659      0.99974   0.00164691   -0.0089156 
          50      53.7861     0.999743   0.00164713  -0.00891549 
          50      53.9133     0.999742   0.00164844  -0.00891545 
          50      54.0407     0.999741   0.00164962  -0.00891542 
          50      54.1682      0.99974   0.00165069   -0.0089154 
          50      54.2959      0.99974   0.00165164  -0.00891538 
          50      54.4238     0.999739   0.00165247  -0.00891536 
          50      54.5517     0.999739   0.00165318  -0.00891535 
          50      54.6799     0.999739    0.0016538  -0.00891534 
          50      54.8082     0.999739   0.00165431  -0.00891532 
          50      54.9366      0.99974   0.00165475  -0.00891531 
          50      55.0652      0.99974   0.00165511  -0.00891529 
          50      55.1939      0.99974    0.0016554  -0.00891527 
          50      55.3228      0.99974   0.00165566  -0.00891524 
          50      55.4518      0.99974   0.00165588  -0.00891521 
          50       55.581      0.99974   0.00165608  -0.00891518 
          50      55.7103      0.99974   0.00165628  -0.00891513 
          50      55.8398      0.99974   0.00165649  -0.00891509 
          50      55.9694      0.99974   0.00165672  -0.00891503 
          50      56.0992      0.99974   0.00165698  -0.00891498 
          50      56.2292      0.99974   0.00165728  -0.00891491 
          50      56.3592      0.99974   0.00165764  -0.00891484 
          50      56.4895      0.99974   0.00165805  -0.00891476 
          50      56.6199      0.99974   0.00165852  -0.00891468 
          50      56.7504     0.999741   0.00165905   -0.0089146 
          50      56.8811     0.999741   0.00165964  -0.00891451 
          50      57.0119     0.999741    0.0016603  -0.00891442 
          50      57.1429     0.999741     0.001661  -0.00891433 
          50      57.2741     0.999742   0.00166174  -0.00891424 
          50      57.4053     0.999742   0.00166252  -0.00891415 
          50      57.5368     0.999743   0.00166332  -0.00891407 
          50      57.6684     0.999743   0.00166413  -0.00891398 
          50      57.8001     0.999743   0.00166493   -0.0089139 
          50       57.932     0.999744    0.0016657  -0.00891383 
          50       58.064     0.999744   0.00166643  -0.00891376 
          50      58.1962     0.999744   0.00166712   -0.0089137 
          50      58.3286     0.999744   0.00166773  -0.00891365 
          50       58.461     0.999744   0.00166828  -0.00891362 
          50      58.5937     0.999744   0.00166876  -0.00891359 
          50      58.7265     0.999744   0.00166916  -0.00891358 
          50      58.8594     0.999743   0.00166951  -0.00891358 
          50      58.9925     0.999743   0.00166984   -0.0089136 
          50      59.1257     0.999743   0.00167018  -0.00891363 
          50      59.2591     0.999744   0.00167059  -0.00891368 
          50      59.3927     0.999746   0.00167116  -0.00891374 
          50      59.5264     0.999749   0.00167198  -0.00891383 
          50      59.6602     0.999754   0.00167319  -0.00891392 
          50      59.7942     0.999762   0.00167496  -0.00891404 
          50      59.9284     0.999771   0.00167714  -0.00891413 
          50      60.0626     0.999755   0.00167609  -0.00891379 
          50      60.1971     0.999744   0.00167551  -0.00891348 
          50      60.3317     0.999737    0.0016753  -0.00891319 
          50      60.4664     0.999732   0.00167538  -0.00891292 
          50      60.6013      0.99973   0.00167568  -0.00891267 
          50      60.7364      0.99973   0.00167615  -0.00891246 
          50      60.8716     0.999731   0.00167674  -0.00891227 
          50      61.0069     0.999733   0.00167742  -0.00891211 
          50      61.1424     0.999736   0.00167814  -0.00891198 
          50       61.278     0.999738   0.00167889  -0.00891187 
          50      61.4138     0.999741   0.00167964  -0.00891179 
          50      61.5498     0.999743   0.00168039  -0.00891172 
          50      61.6859     0.999746   0.00168111  -0.00891168 
          50      61.8221     0.999747   0.00168182  -0.00891166 
          50      61.9585     0.999749    0.0016825  -0.00891166 
          50      62.0951      0.99975   0.00168315  -0.00891166 
          50      62.2318     0.999751   0.00168378  -0.00891168 
          50      62.3686     0.999751   0.00168438  -0.00891171 
          50      62.5056     0.999751   0.00168496  -0.00891175 
          50      62.6428     0.999751   0.00168553  -0.00891178 
          50      62.7801      0.99975   0.00168609  -0.00891182 
          50      62.9175     0.999749   0.00168664  -0.00891186 
          50      63.0551     0.999748   0.00168718   -0.0089119 
          50      63.1929     0.999747   0.00168773  -0.00891193 
          50      63.3308     0.999746   0.00168828  -0.00891196 
          50      63.4688     0.999745   0.00168884  -0.00891197 
          50       63.607     0.999745   0.00168941  -0.00891198 
          50      63.7454     0.999744      0.00169  -0.00891197 
          50      63.8839     0.999743    0.0016906  -0.00891196 
          50      64.0225     0.999742   0.00169121  -0.00891192 
          50      64.1613     0.999742   0.00169183  -0.00891188 
          50      64.3003     0.999742   0.00169247  -0.00891182 
          50      64.4394     0.999742   0.00169311  -0.00891175 
          50      64.5786     0.999742   0.00169377  -0.00891166 
          50       64.718     0.999743   0.00169443  -0.00891156 
          50      64.8576     0.999744   0.00169509  -0.00891145 
          50      64.9973     0.999745   0.00169576  -0.00891133 
          50      65.1372     0.999746   0.00169642   -0.0089112 
          50      65.2772     0.999747   0.00169707  -0.00891106 
          50      65.4173     0.999748   0.00169772  -0.00891091 
          50      65.5576     0.999749   0.00169835  -0.00891076 
          50      65.6981     0.999751   0.00169897   -0.0089106 
          50      65.8387     0.999752   0.00169957  -0.00891045 
          50      65.9794     0.999754   0.00170016   -0.0089103 
          50      66.1203     0.999755   0.00170073  -0.00891015 
          50      66.2614     0.999756   0.00170128  -0.00891001 
          50      66.4026     0.999758   0.00170182  -0.00890989 
          50       66.544     0.999759   0.00170234  -0.00890978 
          50      66.6855     0.999759   0.00170285  -0.00890968 
          50      66.8271      0.99976   0.00170336  -0.00890961 
          50      66.9689      0.99976   0.00170386  -0.00890956 
          50      67.1109     0.999761   0.00170437  -0.00890955 
          50       67.253      0.99976    0.0017049  -0.00890956 
          50      67.3953      0.99976   0.00170545  -0.00890961 
          50      67.5377     0.999759   0.00170603  -0.00890969 
          50      67.6802     0.999758   0.00170665  -0.00890982 
          50      67.8229     0.999757   0.00170732  -0.00890999 
          50      67.9658     0.999755   0.00170806  -0.00891021 
          50      68.1088     0.999753   0.00170887  -0.00891047 
          50       68.252      0.99975   0.00170977  -0.00891079 
          50      68.3953     0.999748   0.00171077  -0.00891116 
          50      68.5387     0.999744   0.00171188  -0.00891158 
          50      68.6824     0.999741   0.00171312  -0.00891205 
          50      68.8261     0.999737   0.00171449  -0.00891258 
          50        68.97     0.999732     0.001716  -0.00891317 
          50      69.1141     0.999728   0.00171766   -0.0089138 
          50      69.2583     0.999729   0.00171745  -0.00891311 
          50      69.4027     0.999731   0.00171713  -0.00891239 
          50      69.5472     0.999733   0.00171692  -0.00891176 
          50      69.6918     0.999735    0.0017168  -0.00891124 
          50      69.8367     0.999737   0.00171679  -0.00891081 
          50      69.9816     0.999739   0.00171687  -0.00891046 
          50      70.1267     0.999742   0.00171704  -0.00891019 
          50       70.272     0.999744    0.0017173  -0.00890999 
          50      70.4174     0.999747   0.00171764  -0.00890985 
          50       70.563     0.999749   0.00171807  -0.00890976 
          50      70.7087     0.999751   0.00171856  -0.00890973 
          50      70.8546     0.999753   0.00171912  -0.00890973 
          50      71.0006     0.999755   0.00171974  -0.00890977 
          50      71.1468     0.999757   0.00172042  -0.00890984 
          50      71.2931     0.999758   0.00172115  -0.00890992 
          50      71.4395     0.999759   0.00172192  -0.00891002 
          50      71.5862      0.99976   0.00172273  -0.00891013 
          50      71.7329      0.99976   0.00172357  -0.00891024 
          50      71.8798     0.999759   0.00172444  -0.00891034 
          50      72.0269     0.999758   0.00172533  -0.00891044 
          50      72.1741     0.999756   0.00172623  -0.00891052 
          50      72.3215     0.999753   0.00172714  -0.00891058 
          50       72.469      0.99975   0.00172805  -0.00891063 
          50      72.6167     0.999746   0.00172896  -0.00891064 
          50      72.7645     0.999742   0.00172986  -0.00891063 
          50      72.9125     0.999737   0.00173075   -0.0089106 
          50      73.0606     0.999733   0.00173161  -0.00891052 
          50      73.2089     0.999728   0.00173244  -0.00891042 
          50      73.3573     0.999725   0.00173323  -0.00891029 
          50      73.5059     0.999722   0.00173398  -0.00891012 
          50      73.6546     0.999722   0.00173468  -0.00890992 
          50      73.8035     0.999723   0.00173533   -0.0089097 
          50      73.9525     0.999729   0.00173591  -0.00890944 
          50      74.1017     0.999739   0.00173643  -0.00890917 
          50       74.251     0.999756   0.00173687  -0.00890888 
          50      74.4005      0.99978   0.00173723  -0.00890857 
          50      74.5501     0.999814   0.00173751  -0.00890826 
          50      74.6998     0.999861   0.00173771  -0.00890795 
          50      74.8498     0.999921   0.00173782  -0.00890764 
          50           75            1   0.00173785  -0.00890735 
